DateTime,Bulls,Bears,Difference,New Addresses,Active Addresses,Zero Balance Addresses,Losses,Break Even,Profit,Total Volume of Large Transaction,Number of Large Transactions,transaction volume,Total Flow,Volatility,Netflow
1/1/2022 0:00,6,-6,0,322140,703687,316138,10569919,3572799,28904939,1.08E+11,15029,1.09E+11,29481.15865,0.578707,0.783459
1/2/2022 0:00,7,-7,0,347794,747901,346088,10180101,3908016,29011515,1.05E+11,15704,1.06E+11,20962.59002,0.574379,465.65
1/3/2022 0:00,7,-7,0,396916,937567,478885,11897903,2299456,28892228,1.57E+11,21137,1.58E+11,35367.83926,0.415434,-550.488336
1/4/2022 0:00,8,-7,1,443034,981322,479071,11938204,2406667,28782492,1.47E+11,22962,1.49E+11,87333.25994,0.415298,14265.79
1/5/2022 0:00,3,-3,0,447559,1010591,509701,13957760,881480,28301632,1.81E+11,21580,1.83E+11,54063.32258,0.433332,1007.07
1/6/2022 0:00,6,-6,0,441911,960123,455838,14577764,655540,27958806,1.62E+11,24325,1.64E+11,71310.42268,0.422661,668.43
1/7/2022 0:00,5,-5,0,426044,969222,486908,14813138,648726,27724878,1.50E+11,22782,1.52E+11,56545.43671,0.426334,8420.05
1/8/2022 0:00,5,-5,0,380399,822664,385888,14830096,702528,27698005,1.16E+11,17857,1.17E+11,32098.11696,0.424921,684.94
1/9/2022 0:00,5,-5,0,366350,763229,337962,14636636,930736,27744102,1.10E+11,17406,1.11E+11,25656.86877,0.429822,390.79
1/10/2022 0:00,6,-6,0,432431,968910,485362,15031367,713763,27574811,1.39E+11,22993,1.40E+11,45497.49934,0.435777,605.99
1/11/2022 0:00,1,-1,0,450422,964369,471854,14332657,1127483,27901184,3.09E+11,21713,3.11E+11,73811.83048,0.433091,1508.86
1/12/2022 0:00,5,-5,0,438091,972780,492679,14051778,675536,28637444,2.00E+11,21514,2.02E+11,45466.3064,0.434326,1042.34
1/13/2022 0:00,3,-3,0,448568,948196,446017,14008668,856280,28565488,1.84E+11,21735,1.86E+11,42011.1153,0.433585,1634.55
1/14/2022 0:00,2,-2,0,440241,991166,499429,14108822,1380723,27947767,1.63E+11,21402,1.65E+11,52975.71825,0.433487,4431.69
1/15/2022 0:00,2,-2,0,399323,830710,360109,13952505,1213774,28364826,1.69E+11,17639,1.71E+11,24030.77288,0.435143,2756.8
1/16/2022 0:00,2,-2,0,367403,775715,349132,13996124,1373218,28231258,1.62E+11,17030,1.63E+11,18978.63758,0.419193,-417.553463
1/17/2022 0:00,3,-3,0,406752,971298,504860,14238620,1457570,27863555,1.56E+11,20360,1.58E+11,36251.01897,0.421399,1290.14
1/18/2022 0:00,3,-3,0,419400,916974,438243,14599134,1244456,27755543,1.81E+11,20772,1.83E+11,46457.94091,0.413694,-1430.94276
1/19/2022 0:00,3,-3,0,425837,950212,480541,14561483,1324033,27715362,1.56E+11,20923,1.58E+11,52521.19667,0.410696,1979.27
1/20/2022 0:00,3,-3,0,439190,958119,450264,14451933,1471281,27722261,1.47E+11,21381,1.48E+11,48430.47462,0.392446,1836.16
1/21/2022 0:00,4,-4,0,450340,1033192,484626,16226033,786122,26669480,1.96E+11,25084,1.98E+11,99561.96849,0.480431,9327.79
1/22/2022 0:00,3,-3,0,419183,997611,487311,17193015,892518,25575565,2.25E+11,21957,2.26E+11,86754.01237,0.525712,15940.74
1/23/2022 0:00,2,-2,0,351620,767044,346587,17085914,994866,25628761,2.02E+11,16044,2.03E+11,46480.91007,0.508798,5326.51
1/24/2022 0:00,3,-3,0,427719,976712,492751,17013943,1177609,25511388,2.36E+11,23230,2.38E+11,112064.5084,0.508756,-105.731411
1/25/2022 0:00,3,-3,0,419582,897415,435997,16377832,936595,26431335,2.06E+11,21219,2.08E+11,57698.61853,0.539734,430.89
1/26/2022 0:00,4,-5,-1,421642,885174,421119,15933603,1301201,26568550,1.55E+11,21287,1.56E+11,86425.42635,0.545971,762.15
1/27/2022 0:00,4,-4,0,413420,912466,445597,16492620,1264045,26069213,1.44E+11,19534,1.45E+11,64374.16151,0.538078,-10448.96109
1/28/2022 0:00,4,-4,0,430011,955985,458055,16121088,1294880,26442742,1.56E+11,20181,1.58E+11,52274.311,0.536607,46717.72
1/29/2022 0:00,4,-4,0,383258,832877,383270,15599605,1337499,26971867,1.48E+11,17234,1.49E+11,106636.9586,0.548608,33627.13
1/30/2022 0:00,5,-4,1,354565,783141,339998,15593886,1536822,26831385,1.42E+11,16193,1.43E+11,157665.205,0.547405,78497.01
1/31/2022 0:00,3,-4,-1,419653,999813,484610,15546325,1809112,26603310,1.47E+11,20572,1.48E+11,82860.01534,0.547091,2899.18
2/1/2022 0:00,5,-4,1,430741,1063484,541888,15193888,1452445,27260656,1.49E+11,21172,1.51E+11,39309.1324,0.55686,92123.71
2/2/2022 0:00,3,-3,0,438601,981122,481186,15387165,1900312,26626375,1.24E+11,20322,1.26E+11,37814.69331,0.559246,2451.72
2/3/2022 0:00,3,-3,0,425372,937908,458060,15986387,1710048,26239915,1.32E+11,19509,1.33E+11,50699.48149,0.562398,1641.91
2/4/2022 0:00,3,-3,0,404589,890327,368406,14837942,1270728,27929662,1.75E+11,19294,1.76E+11,51745.8308,0.611397,-946.329142
2/5/2022 0:00,3,-3,0,420361,961340,416320,13779983,1382644,28915297,1.45E+11,18858,1.46E+11,31120.50744,0.62923,1070.43
2/6/2022 0:00,3,-3,0,360685,913200,469648,13472829,1655985,28869997,1.27E+11,16308,1.28E+11,27637.09704,0.623023,-295.303655
2/7/2022 0:00,4,-4,0,416016,933433,432675,13113520,1790613,29136572,2.02E+11,22948,2.03E+11,60871.68081,0.628618,-6483.40248
